CONTRACT_ID,ENTITY_NAME,DEPARTMENT,MUNICIPALITY_TYPE,PROCESS_TYPE,CONTRACT_OBJECT,OBJETC_DETAIL,ESTIMATED_COST_ORIG,CONTRACT_VALUE_ORIG,ADDITIONAL_COST_ORIG,FINAL_COST_ORIG,YEAR,CONTRACT_DATE,START_DATE,ORIGINAL_DEADLINE,END_DATE,ID_ADJUDICACION,URLPROCESO,NIT_ENTIDAD,ID_CONTRATISTA,dpto_y_muni_contratista,MUNICIPALITY,ESTIMATED_COST_NORM,CONTRACT_VALUE_NORM,ADDITIONAL_COST_NORM,FINAL_COST_NORM,ADDITIONAL_TIME,FINAL_DEADLINE,PROJECT_INTENSITY_NORM,PROJECT_INTENSITY_ORIG,AWARD_GROWTH_NORM,AWARD_GROWTH_ORIG,COST_DEVIATION_ORIG,COST_DEVIATION_NORM,TIME_DEVIATION,OWNER,REGION,GROUP,COST_GROUP_QUANTILE
14-1-129630-3269829,CASANARE  GOBERNACION,CASANARE,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DOBLE CALZADA VIA A MORICHAL; MUNICIPIO DE YOPAL DEPARTAMENTO DE CASANARE; SEGUNDA ETAPA,13641132404.0,13641132404.0,0.0,13641132404.0,2015.0,2015-02-10,2015-02-10,300.0,2015-12-10,3269829,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129630'},892099216,9008040251,Casanare,Yopal,21170.376975246374,21170.376975246374,0.0,21170.376975246374,0.0,300.0,70.56792325082125,45470441.346666664,0.0,0.0,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ORINOQUIA,Vias secundarias hasta 2020,4
14-1-123796-2823070,META  ALCALDIA MUNICIPIO DE VILLAVICENCIO,META,TYPE_2,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REHABILITACION DE LA VIA ANTIGUA A BOGOTA ENTRE PIPIRAL (PR82+410) Y GRAMA (PR98+940) EN EL MUNICIPIO DE VILLAVICENCIO,41999997071.0,41989754085.0,0.0,41989754085.0,2014.0,2014-10-02,2014-10-02,360.0,2015-10-02,2823070,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-123796'},892099324,9007745734,Meta,Villavicencio,68181.81342694805,68165.18520292208,0.0,68165.18520292208,0.0,360.0,189.34773667478353,116638205.79166667,-0.02438806360554075,-0.02438806360553901,0.0,0.0,0.0,MUNICIPALITY,ORINOQUIA,Vias secundarias hasta 2020,4
13-1-109203-2456502,AGENCIA PARA LA INFRAESTRUCTURA DEL META  AIM,META,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO CARRERA 41 ENTRE LA VIA NACIONAL A GRANADA Y LA TRANSVERSAL 15 EN EL MUNICIPIO DE ACACIAS; META. Y MEJORAMIENTO DE VIAS DE ACCESO AL HOSPITAL DE GRANADA EN EL MUNICIPIO DE GRANADA; META.,9490967917.0,9490764057.0,740904735.0,10231668792.0,2014.0,2014-05-02,2014-06-11,240.0,2015-09-11,2456502,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-109203'},900220547,900 721 8376,Meta,Villavicencio,15407.415449675325,15407.084508116883,1202.767426948052,16609.851935064937,210.0,450.0,64.19618545048701,39544850.2375,-0.0021479368783400973,-0.0021479368783330383,0.07806586809557645,0.07806586809557658,0.875,DEPARTMENT_GOVERNMENT,ORINOQUIA,Vias secundarias hasta 2020,4
19-21-15156-9378629,GUAVIARE  GOBERNACION,GUAVIARE,OTHER,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE INFRAESTRUCTURA EDUCATIVA PARA EL FORTALECIMIENTO DE LA ESTRATEGIA DE INTERNADO CON LA CONSTRUCCION DE UN SEGUNDO MODULO DE RESIDENCIA ESCOLAR EN LA INSTITUCION EDUCATIVA JOSE MIGUEL LOPEZ CALLE DEL MUNICIPIO DE SAN JOSE DEL GUAVIARE; GUAVIARE,1327228024.0,1327133591.0,657195193.0,1984328784.0,2019.0,2019-12-27,2020-05-06,300.0,2021-09-06,9378629,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15156'},800103196,901351443,Guaviare,San José del Guaviare,1602.7078621835587,1602.593828642364,793.6028201363094,2396.1966487786735,195.0,495.0,5.34197942880788,4423778.636666667,-0.007115054707430999,-0.007115054707434357,0.4951989742832152,0.4951989742832152,0.65,DEPARTMENT_GOVERNMENT,AMAZONIA,Vias secundarias hasta 2020,3
13-1-108022-2453568,BOYACA  ALCALDIA MUNICIPIO DE TUTA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO VIA TUTA CENTRO EL ESTANQUITO - COLEGIO SAN NICOLAS - EL SALVIAL Y VIA TUTA - CENTRO - EL MIRADOR - PUENTE RAMIREZ - ESCUELA REGENCIA - CRUCE VIA SAN NICOLAS (LA VIRGEN) DEL MUNICIPIO DE TUTA-DEPARTAMENTO DE BOYACA,471874773.0,470555957.0,0.0,470555957.0,2014.0,2014-02-17,2014-02-17,90.0,2014-07-02,2453568,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-108022'},800027292,6759479 de Tunja,Boyacá,Tuta,766.0304756493507,763.8895405844156,0.0,763.8895405844156,45.0,135.0,8.487661562049063,5228399.522222222,-0.27948431987908307,-0.27948431987907946,0.0,0.0,0.5,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,2
14-1-113136-2881350,VALLE DEL CAUCA  ALCALDIA MUNICIPIO DE EL CAIRO,VALLE DEL CAUCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA EL CAIRO-EL BRILLANTE-SAN JOSE DEL CAIRO; MUNICIPIO DE EL CAIRO; DEPARTAMENTO DEL VALLE DEL CAUCA,270000000.0,269139955.0,0.0,269139955.0,2014.0,2014-04-23,2014-07-28,120.0,2014-11-28,2881350,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-113136'},800100515- 2,9004325341,Valle del Cauca,El Cairo,438.31168831168833,436.91551136363637,0.0,436.91551136363637,0.0,120.0,3.64096259469697,2242832.9583333335,-0.3185351851851877,-0.3185351851851852,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias secundarias hasta 2020,1
17-1-182687-6905223,META  ALCALDA MUNICIPIO DE BARRANCA DE UPIA,META,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION; MEJORAMIENTO Y PAVIMENTACION DE VIAS URBANAS EN LA CARRERA 6 ENTRE LAS CALLES 10 Y 11; CARRERA 3 ENTRE CALLE 4C Y 4B Y CALLE 4B ENTRE CARRERAS 3 Y 5 EN EL MUNICIPIO DE BARRANCA DE UPIA; DEPARTAMENTO DEL META,915153616.0,914964954.0,119971756.0,1034936710.0,2017.0,2017-12-29,2018-01-22,120.0,2018-07-22,6905223,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-182687'},800152577-1,901142443,Meta,Barranca de Upa,1240.521251374172,1240.2655137403638,162.6257169077031,1402.891230648067,60.0,180.0,10.335545947836364,7624707.95,-0.02061533678079892,-0.02061533678079244,0.13112169539993113,0.13112169539993127,0.5,MUNICIPALITY,ORINOQUIA,Vias secundarias hasta 2020,3
13-1-105005-2418368,ATLANTICO  GOBERNACION,ATLÁNTICO,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO; PAVIMENTACION VIA JUAN MINA - LOS POCITOS; SECTOR K9+622 - LOS POCITOS; EN EL DEPARTAMENTO DEL ATLANTICO.,2476728088.0,2383254177.0,391927335.0,2775181512.0,2014.0,2014-01-31,2014-02-24,90.0,2014-06-24,2418368,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105005'},No Definido,900687214  2,Atlántico,Barranquilla,4020.6624805194806,3868.9191185064933,636.2456737012988,4505.164792207792,30.0,120.0,42.9879902056277,26480601.966666665,-3.774088542577233,-3.774088542577226,0.16445049746785778,0.16445049746785775,0.3333333333333333,DEPARTMENT_GOVERNMENT,CARIBE,Vias secundarias hasta 2020,4
14-1-119034-2842807,SANTANDER  ALCALDIA MUNICIPIO DE CHARALA,SANTANDER,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",¿MEJORAMIENTO MANTENIMIENTO Y CONSERVACION DE LA VIA RIACHUELO - QUEBRADA SECA  EN EL MUNICIPIO DE CHARALA DEL  DEPARTAMENTO DE SANTANDER¿,894524623.0,894524508.0,0.0,894524508.0,2014.0,2014-08-25,2014-08-25,105.0,2015-02-06,2842807,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-119034'},890205063,9007621897,Santander,Charalá,1452.150362012987,1452.1501753246753,0.0,1452.1501753246753,60.0,165.0,13.830001669758811,8519281.028571429,-1.2855990439980615e-05,-1.2855990438174892e-05,0.0,0.0,0.5714285714285714,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,3
15-1-135813-3617760,CASANARE  GOBERNACION,CASANARE,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION PAVIMENTACION DE LA VIA PATIMENA RINCON DEL MORICHE DE MUNICIPIO DE YOPAL; DEPARTAMENTO DE CASANARE.,3414097041.0,3414097019.0,0.0,3414097019.0,2015.0,2015-05-27,2015-05-27,150.0,2015-10-27,3617760,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135813'},892099216,800143586,Casanare,Yopal,5298.513294017227,5298.513259874292,0.0,5298.513259874292,0.0,150.0,35.323421732495284,22760646.793333333,-6.443870774689331e-07,-6.443870732378518e-07,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ORINOQUIA,Vias secundarias hasta 2020,4
19-1-200566-8583532,BOYACA  ALCALDIA MUNICIPIO DE TENZA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION DE PAVIMENTO RIGIDO EN TRES VIAS DEL SECTOR URBANO DEL MUNICIPIO DE TENZA; BOYACA.,583916612.0,583794533.0,0.0,583794533.0,2019.0,2019-05-17,2019-05-17,120.0,2019-09-17,8583532,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-200566'},800019709,901085939,Boyacá,Tenza,705.1145153577518,704.9670976046834,0.0,704.9670976046834,0.0,120.0,5.874725813372362,4864954.441666666,-0.020906923607088738,-0.020906923607098886,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,2
14-1-117221-2759657,ANTIOQUIA  GOBERNACION,ANTIOQUIA,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO; REHABILITACION; MANTENIMIENTO Y CONSTRUCCION DE OBRAS COMPLEMENTARIAS PARA LAS VIAS PUENTE DE OCCIDENTE - OLAYA - LIBORINA; LIBORINA -SABANALARGA; SABANALARGA - EL ORO; LIBORINA - EL CARDAL- SAN JOSE DE LA MONTANA,16293886442.0,15414021434.0,0.0,15414021434.0,2014.0,2014-09-15,2014-11-14,330.0,2015-11-14,2759657,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-117221'},890900286,8909063880,Antioquia,Medellín,26451.114353896104,25022.76206818182,0.0,25022.76206818182,30.0,360.0,75.82655172176308,46709155.86060606,-5.399970173672084,-5.399970173672087,0.0,0.0,0.09090909090909091,DEPARTMENT_GOVERNMENT,ANDINA,Vias secundarias hasta 2020,4
14-1-111913-3082027,CUNDINAMARCA  ALCALDIA MUNICIPIO DE EL ROSAL,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA DESDE LA AUTOPISTA MEDELLIN PARADOR EL FUNDADOR HASTA EL POLIDEPORTIVO DEL BARRIO SANTANDER; 2. MEJORAMIENTO VIAS PEATONALES DEL BARRIO SAN JOSE  (CALLE 3A  ENTRE CARRERA 4 Y CARRERA 5A; CARRERA 4ª ENTRE CALLE 3A Y CALLE 4; CARRERA 5A ENTRE CALLE 3A  Y CALLE 4; CARRERA 4A ENTRE CALLE 5A Y CALLE 6). 3. MEJORAMIENTO DE LA VIA CARRERA 6A ENTRE 7 Y 6A DEL BARRIO LLERAS DEL MUNICIPIO DE EL ROSAL CUNDINAMARCA,200000000.0,199498886.0,9639533.0,209138419.0,2014.0,2014-04-11,2014-04-11,120.0,2014-08-11,3082027,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-111913'},832002318,9001927266,Bogotá D.C.,El Rosal,324.6753246753247,323.8618279220779,15.648592532467532,339.51042045454545,0.0,120.0,2.698848566017316,1662490.7166666666,-0.25055700000001296,-0.250557,0.04831873096273831,0.04831873096273835,0.0,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,1
14-1-110634-3957935,BOYAC  ALCALDA MUNICIPIO DE RONDN,BOYAC,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",REHABILITACION VIAS URBANAS COMPRENDIDAS CRA 2 ENTRE CALLES 4 Y 5. CALLES 5 Y 4 CARRERAS 2 Y 3 MUNICIPIO DE RONDON; BOYACA,279828428.0,279828428.0,0.0,279828428.0,2014.0,2014-03-11,2014-03-13,120.0,2014-07-13,3957935,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-110634'},891801770-3,900354526,Boyacá,Rondn,454.2669285714286,454.2669285714286,0.0,454.2669285714286,0.0,120.0,3.785557738095238,2331903.566666667,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,OTRA,Vias secundarias hasta 2020,1
15-1-143833-3933131,NORTE DE SANTANDER  ALCALDIA MUNICIPIO DE LOS PATIOS,NORTE DE SANTANDER,TYPE_4,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",PAVIMENTACION EN ASFALTO DE: AVENIDA 8 ENTRE CALLES 37 Y 38 DEL BARRIO LA SABANA Y LA AVENIDA 6 ENTRE CALLES 19 Y 20 DEL BARRIO ONCE DE NOVIEMBRE; PAVIMENTACION EN  CONCRETO RIGIDO DE LA CALLE 11 ENTRE AVENIDAS 9 Y 10 DEL BARRIO SAN FRANCISCO DE ASIS Y CONFORMACION DE VIA EN BASE GRANULAR DE LA CALLE 36 A ENTRE AVENIDA 10 Y TALUD BARRIO LOS COLORADOS Y AVENIDA 13 CON CALLE 5 BARRIO MIRADORES DEL PAMPLONITA; MUNICIPIO DE LOS PATIOS.,375337067.0,375321621.0,186497834.0,561819455.0,2015.0,2015-09-09,2015-09-14,120.0,2016-01-14,3933131,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-143833'},800044113,8001170120,Norte De Santander,Los Patios,582.5049538294405,582.4809823853495,289.4356079770311,871.9165903623807,0.0,120.0,4.854008186544579,3127680.175,-0.004115234374128293,-0.004115234374120582,0.49690138687746954,0.49690138687746965,0.0,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,2
14-1-114684-4120580,META  ALCALDIA MUNICIPIO DE EL CASTILLO,META,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",PAVIMENTACION DE VIAS URBANAS DEL MUNICIPIO DE EL CASTILLO META,2274506897.0,2274499100.0,0.0,2274499100.0,2014.0,2014-06-13,2014-06-17,180.0,2014-12-17,4120580,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-114684'},No Definido,8040002651,Meta,El Castillo,3692.3813262987014,3692.3686688311686,0.0,3692.3686688311686,0.0,180.0,20.51315927128427,12636106.111111112,-0.00034279957605240664,-0.0003427995760436685,0.0,0.0,0.0,MUNICIPALITY,ORINOQUIA,Vias secundarias hasta 2020,4
15-1-144671-3949065,AGENCIA PARA LA INFRAESTRUCTURA DEL META  AIM,META,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA A LEJANIAS K0+000 (CRUCE CON LA VIA MESETAS RUTA 65) AL CASCO URBANO DE LEJANIAS K33+400 Y MEJORAMIENTO DEL RAMAL ENTRE AGUAS CLARAS K0+000 AL SECTOR EL ROBLE K8+000; MUNICIPIO DE GRANADA Y LEJANIAS; META.,62014549474.0,61944176960.0,0.0,61944176960.0,2015.0,2015-09-28,2015-11-24,450.0,2017-02-24,3949065,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-144671'},900220547,900891556,Meta,Villavicencio,96243.5779840149,96134.3632497866,0.0,96134.3632497866,0.0,450.0,213.63191833285913,137653726.57777777,-0.11347742521214063,-0.11347742521213369,0.0,0.0,0.0,DEPARTMENT_GOVERNMENT,ORINOQUIA,Vias secundarias hasta 2020,4
14-1-117829-3523583,CUNDINAMARCA  ALCALDIA MUNICIPIO DE SUPATA,CUNDINAMARCA,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA SUPATA - IMPARAL EN EL MUNICIPIO DE SUPATA DEL DEPARTAMENTO DE CUNDINAMARCA,180000000.0,179996073.0,0.0,179996073.0,2014.0,2014-07-14,2014-04-29,120.0,2014-09-29,3523583,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-117829'},899999398,9001609960,Cundinamarca,Supatá,292.2077922077922,292.2014172077922,0.0,292.2014172077922,30.0,150.0,2.435011810064935,1499967.275,-0.00218166666666371,-0.002181666666666667,0.0,0.0,0.25,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,1
16-1-164361-5498006,No Definido,NO DEFINIDO,No Definido,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",CONSTRUCCION VIA ADOQUINADA CON SISTEMA DE EVACUACION DE AGUAS LLUVIAS DE LA CALLE 4 ENTRE EL CLUB DEL HOSPITAL HASTA KM 0 + 360 Y LAS CRAS 8; EN EL MUNICIPIO DE TUMACO; DEPARTAMENTO DE NARINO,913311016.0,913212158.0,0.0,913212158.0,2017.0,2017-01-09,2016-12-22,120.0,2017-04-21,5498006,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-1-164361'},No Definido,182133,Nariño,No Definido,1238.023545614375,1237.8895402979733,0.0,1237.8895402979733,0.0,120.0,10.315746169149778,7610101.316666666,-0.010824133101218648,-0.010824133101226057,0.0,0.0,0.0,No Definido,OTRA,Vias secundarias hasta 2020,3
14-1-111736-2395223,NARINO  ALCALDIA MUNICIPIO DE CONSACA,NARIÑO,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MANTENIMIENTO; MEJORAMIENTO Y CONSERVACION DE LA VIA LAS CABUYAS - EL TEJAR EN EL MUNICIPIO DE CONSACA DEL DEPARTAMENTO DE NARINO,449966173.0,449658333.0,0.0,449658333.0,2014.0,2014-03-22,2014-04-01,90.0,2014-07-01,2395223,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-111736'},890208947-3,13060878,Nariño,Consaca,730.4645665584416,729.9648262987013,0.0,729.9648262987013,0.0,90.0,8.110720292207791,4996203.7,-0.06841403164766792,-0.06841403164766344,0.0,0.0,0.0,MUNICIPALITY,PACIFICA,Vias secundarias hasta 2020,2
14-1-120966-4178915,CUNDINAMARCA  ALCALDIA MUNICIPIO DE PUERTO SALGAR,CUNDINAMARCA,TYPE_5,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",ADECUACION Y MANTENIMIENTO DE VIAS URBANAS EN CONCRETO HIDRAHULICO DEL MUNICIPIO DE PUERTO SALGAR; DEPARTAMENTO DE CUNDINAMARCA.,218631947.0,218625127.0,0.0,218625127.0,2014.0,2014-08-22,2014-09-15,120.0,2015-01-15,4178915,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-120966'},899999413,9007617060,Meta,Puerto Salgar,354.9219918831169,354.9109204545455,0.0,354.9109204545455,0.0,120.0,2.9575910037878788,1821876.0583333333,-0.0031193977337624855,-0.003119397733763035,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,1
14-1-118976-2585819,BOYACA  ALCALDIA MUNICIPIO DE BOYACA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA SOCONSAQUE ORIENTE EL PORTON ALTO DE LAS PIEDRAS; MUNICPIO DE BOYACA; DEPARTAMENTO DE BOYACA.,360000000.0,360000000.0,0.0,360000000.0,2014.0,2014-07-07,2014-07-09,120.0,2014-11-09,2585819,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-118976'},800023383,7161855,Boyacá,Boyacá,584.4155844155844,584.4155844155844,0.0,584.4155844155844,0.0,120.0,4.87012987012987,3000000.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,1
15-1-135024-3690846,INSTITUTO NACIONAL DE VAS INVIAS,BOGOT DC,OTHER,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y MANTENIMIENTO DE LA CARRETERA LOS LLANOS - TARAZA TRAMO 2511; SECTOR YARUMAL-VALDIVIA EN EL DPTO DE ANTIOQUIA,6450000000.0,6370474586.0,3151236884.0,9521711470.0,2015.0,2015-06-25,2015-06-25,180.0,2016-03-25,3690846,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135024'},800215807,8001862282,Bogotá D.C.,Bogot DC,10010.08768526422,9886.668093427485,4890.567058275782,14777.235151703268,90.0,270.0,54.92593385237491,35391525.47777778,-1.2329521550387625,-1.2329521550387597,0.4946628138075112,0.49466281380751137,0.5,OTHER,OTRA,Vias secundarias hasta 2020,4
19-1-200496-8586875,SANTANDER  ALCALDIA MUNICIPIO DE GIRON,SANTANDER,TYPE_4,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO Y PAVIMENTACION DE LA MALLA VIAL URBANA DEL MUNICIPIO DE GIRON  SANTANDER,3813745969.0,3794132101.0,1896949417.0,5691081518.0,2019.0,2019-05-20,2019-05-22,150.0,2019-11-22,8586875,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-200496'},890980807-1,804003941,Santander,Girón,4605.328201604606,4581.643273406141,2290.6807947195803,6872.324068125721,30.0,180.0,30.544288489374274,25294214.006666668,-0.5142940342495604,-0.5142940342495581,0.49996925950470483,0.49996925950470483,0.2,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,4
20-21-18152-10269548,GUAVIARE  ALCALDIA MUNICIPIO DE EL RETORNO,GUAVIARE,TYPE_6,LICITACIÓN OBRA PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAR LA MOVILIDAD DE TRANSITO VEHICULAR EN LA ZONA URBANA DEL MUNICIPIO DE EL RETORNO GUAVIARE,1212614492.0,1209912307.0,0.0,1209912307.0,2020.0,2020-08-28,2020-09-11,240.0,2021-05-11,10269548,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-18152'},800191427,900370766,Guaviare,El Retorno,1381.419853885211,1378.341503731475,0.0,1378.341503731475,0.0,240.0,5.743089598881146,5041301.279166667,-0.2228395766195335,-0.22283957661954115,0.0,0.0,0.0,MUNICIPALITY,AMAZONIA,Vias secundarias hasta 2020,3
15-1-148015-3999751,ANTIOQUIA  ALCALDIA MUNICIPIO DE CALDAS,ANTIOQUIA,TYPE_5,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",PAVIMENTACION DE LA VIA LA SALADA PARTE BAJA SECTOR LA CALLE EN EL MUNICIPIO CALDAS ANTIOQUIA Y CONSTRUCCION DE OBRAS COMPLEMENTARIAS Y CONEXAS,890228166.0,890058445.0,47000000.0,937058445.0,2015.0,2015-10-22,2016-05-23,75.0,2016-08-21,3999751,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148015'},890980447-1,9002826304,Antioquia,Caldas,1381.5910079925507,1381.3276092185924,72.94172421820439,1454.2693334367968,15.0,90.0,18.4177014562479,11867445.933333334,-0.019064887686330072,-0.019064887686332764,0.05280552110260579,0.0528055211026058,0.2,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,3
14-1-116375-2537009,BOYACA  ALCALDIA MUNICIPIO DE GACHANTIVA,BOYACÁ,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO; MANTENIMIENTO Y CONSERVACION DE LA VIA JUPAL - TRES LLANOS  - LIMITE CON ARCABUCO EN EL MUNICIPIO DE GACHANTIVA DEL DEPARTAMENTO DE BOYACA,225000000.0,224999932.0,0.0,224999932.0,2014.0,2014-06-17,2014-06-24,90.0,2014-09-24,2537009,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-116375'},899999419-1,3226538 DE BOGOTA,Boyacá,Gachantivá,365.2597402597403,365.25962987012986,0.0,365.25962987012986,0.0,90.0,4.058440331890332,2499999.2444444443,-3.0222222232421497e-05,-3.0222222222222225e-05,0.0,0.0,0.0,MUNICIPALITY,ANDINA,Vias secundarias hasta 2020,1
14-1-112914-2464406,META  ALCALDA MUNICIPIO DE CABUYARO,META,TYPE_6,LICITACIÓN PÚBLICA,"TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS",MEJORAMIENTO DE LA VIA CARPINTERO CHIRIGUARE- GUARUPAY EN EL MUNICIPIO DE CABUYARO META-ORINOQUIA,276040833.0,275022774.0,0.0,275022774.0,2014.0,2014-05-05,2014-05-09,90.0,2014-08-09,2464406,{'url': 'https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-112914'},892.099.232-4,9007268440,Meta,Cabuyaro,448.1182353896104,446.4655422077922,0.0,446.4655422077922,0.0,90.0,4.960728246753247,3055808.6,-0.3688073930714409,-0.3688073930714446,0.0,0.0,0.0,MUNICIPALITY,ORINOQUIA,Vias secundarias hasta 2020,1
